@RELATION french

@ATTRIBUTE text   string
@ATTRIBUTE class  {CD,CI,DZ,FR,MA,SN}

@DATA
" Etant donné que cette dernière connaît une amélioration depuis plusieurs semaines, les chiffres l’attestent chaque jour, les transporteurs ainsi que les voyageurs ne comprennent pas pourquoi l’immobilisation de certains moyens de locomotion n’est pas encore levée.", DZ
" Cette situation est de nature à pénaliser beaucoup de citoyens, notamment ceux qui ont repris leur travail, que ce soit dans les administrations, dans les entreprises et autres commerces en activité.", DZ
" Beaucoup doivent faire face à l’épineuse question du transport pour rejoindre leur lieu de travail chaque matin et regagner leur domicile chaque fin de journée.", DZ
" Ce n’est guère une sinécure pour ces gens qui ont finalement recours à la débrouille pour se déplacer, en prenant un taxi clandestin, ou en sollicitant un voisin véhiculé ou autre.", DZ
" C’est le cas aussi pour les étudiants qui doivent rejoindre les bancs de l’université.", DZ
" Le transport inter-wilayas est donc plus que jamais attendu, surtout avec la rentrée universitaire, sachant que nombre d’étudiants n’habitent pas dans la ville où ils poursuivent leur cursus.", DZ
" Ils ne savent pas encore par quel moyen vont-ils pouvoir se déplacer.", DZ
" Il se trouve que ceux qui étaient déjà obligés de se présenter pour la soutenance de thèse de fin d’études, depuis le début septembre, ont eu du mal à rejoindre leurs universités respectives.", DZ
" Eux aussi ont dû faire face à la débrouille, ont-ils témoigné, indiquant qu’il y en a même qui ont cotisé pour prendre un taxi clandestin.", DZ
" C’est dire toutes les difficultés que rencontrent les usagers habituels des transports qui ne sont pas encore autorisés à reprendre.", DZ
" «Les transports sont la base de toute activité», comme l’a déjà déclaré un membre du Comité scientifique de suivi de la pandémie de coronavirus, et tant qu’ils n’ont pas complètement repris, ce sont plusieurs activités qui se retrouvent pénalisées.", DZ
" Les usagers continuent de vivre un calvaire au quotidien avec des moyens de locomotion toujours à l’arrêt, dont également les trains et les lignes intérieures aériennes.", DZ
" Les transporteurs inter-wilayas, par bus et par taxi, sont à l’arrêt depuis le 21 mars dernier, ce qui a suscité leur exaspération et leur colère, les poussant à envisager une «opération escargot», prévue initialement pour le 2 septembre, mais à laquelle ils ont décidé de surseoir en attendant de voir les décisions que prendront les autorités concernant leur activité.", DZ
" Ces décisions se font attendre, non seulement pour eux, mais aussi pour les citoyens, sachant que le transport par bus assure, à lui seul, autour de 12 millions de voyageurs par jour.", DZ
" A Alger, à titre d’exemple, les trains et le métro n’ont toujours pas repris, alors que ce sont des moyens très sollicités.", DZ
" Ce sont des dizaines de milliers de voyageurs qui les empruntent quotidiennement.", DZ
" Seuls le tramway et les bus de l’Etablissement public de transport urbain et suburbain d’Alger (Etusa) assurent le transport depuis la mi-juin.", DZ
" Ce qui n’est absolument pas suffisant pour la capitale qui compte plus de quatre millions d’habitants.", DZ
" Le métro d’Alger prépare sa reprise Pour l’heure, il n’y a que le métro d’Alger qui serait concerné par une reprise dans les prochains jours, probablement avant le début du mois prochain, mais aucune date n’a été encore avancée.", DZ
" Ainsi, le métro d’Alger prépare son ouverture aux usagers.", DZ
" Des mesures sont prises pour appliquer le protocole sanitaire, comme la signalisation, les affichages, etc., a indiqué un responsable du secteur.", DZ
" Il y aura une «signalétique à l’intérieur par le marquage du sol afin d’éviter le croisement des usagers entrant et sortant», a-t-il fait savoir.", DZ
" Il est aussi prévu «la mise à disposition du gel hydro-alcoolique», ainsi qu’«une communication qui consiste à la diffusion d’annonces sonores pour rappeler aux usagers le respect des mesures de prévention, dont la distanciation physique et le port du masque surtout», selon le même responsable, qui s’est exprimé hier sur les ondes de la Radio nationale.", DZ
" Les mesures de prévention doivent être absolument respectées à l’intérieur des stations de métro, car ce sont «des espaces qui n’ont pas d’aération naturelle» et qui sont considérés comme «des lieux de confinement très propice à la propagation du coronavirus», selon les déclarations des membres du Comité scientifique de suivi de la pandémie de coronavirus.", DZ
" Ces derniers avaient reconnu, ainsi que d’autres spécialistes du secteur de la santé, que la population a «pris conscience» et se comporte «de façon plus responsable devant la pandémie de la Covid-19.", DZ
" Ce qui est de nature à pouvoir permettre la reprise de ce qui reste du secteur des transports, suspendus pour des raisons de prévention sanitaire, car aujourd’hui, ce sont des millions d’usagers qui sont panélisés.", DZ
" n ", DZ
" Edition : «Les amoureux timides » de Smail Yabrir, un regard critique sur l’homme moderne ", DZ
" Dans son dernier roman «Les amoureux timides, la perdition de l’être préhistorique contemporain», l’écrivain Smaïl Yabrir propose un regard critique et pessimiste sur l’homme moderne et sa vie bruyante chargée d’ondes négatives et d’artifices qui meublent sa citadinité, dénonçant dans cet ouvrage un recul palpable des valeurs dans le monde.", DZ
" Publié en Algérie aux édition «Hibr», mais aussi en Tunisie et en Egypte par des éditeurs locaux, ce roman relate en 197 pages l’histoire de Mahfoudh, un personnage fantaisiste vivant un exil volontaire en refusant son environnement et son époque pour se réfugier dans une ère préhistorique imaginaire.", DZ
" Cet individu est dévoilé par Chemoussa, jeune journaliste à la télévision, obligée par un patron tyranique d’interviewer Mahfoudh qui est connu dans sa région comme une personne mentalement instable.", DZ
" Après avoir difficilement accordé sa confiance à la journaliste, Mahfoudh commence à livrer sa vision de la vie et ses souvenirs évoquant sa mère, son ami le plus proche et nombreuses histoires d’amour.", DZ
" Rapidement séduite par ce personnage atypique, la jeune journaliste se rapproche de Mahfoudh, compatie à son malheur et lui confie ses histoires faites de perdition, de déceptions amoureuses et de frustrations.", DZ
" Une relation amoureuse commence à prendre forme entre les deux personnages dans une trame surréaliste montrant que l’homme moderne n’est pas forcement meilleur que ses ancêtres.", DZ
" L’auteur dénonce un discours hypocrite et égoiste moderne en le confrontant à des concepts plus humains et plus simples appelant à «accepter sa laideur intérieur et crucifier l’illusion de la beauté (…) pour comprendre ce que nous sommes et comprendre son époque».", DZ
" Ecrit dans une langue arabe raffinée avec un déroulement fluide du récit, «Les amoureux timides» porte une dimension philosophique et humaine importante servie par une immersion dans les personnalités des amoureux avec de nombreux symboles en lien avec l’histoire et la préhistoire, le roman étant inspiré d’une gravure rupestre, de la région de Ain Naga à Djelfa, représentant un homme et une femme, surnommés par les habitant, «Les amoureux timides».", DZ
" Le roman convoque également le monde des médias, un univers où l’auteur a travaillé pendant de longues années, en plus de nombreux titres de littérature et de références en arts plastiques.", DZ
" Romancier, poète et dramaturge, Smaïl Yabrir, né en 1979, a publié ses deux premiers recueils de poésie «Premiers rituels» et «L’exercice» en 2008 avant de publier son premier roman «Yamonda».", DZ
" Il est également l’auteur de «Le testament d’un sot» primé au Soudan, de «Maoula EL Hayra», prix Mohamed Dib, et d’autres recueils de poésie et textes dramaturgiques dont «Aâttacha» et «Le narrateur dans le conte», primé aux Emirats Arabes Unis.", DZ
" L’auteur annonce également la sortie, en mars prochain, d’un recueil de nouvelles et d’une nouvelle oeuvre poétique.", DZ
" Entretien exclusif/ Claude Mangin, victime de Pegasus, réagit pour la première fois : « Les téléphones de beaucoup de mes contacts ont dû être infectés !» ", DZ
" Entretien exclusif/ Claude Mangin, victime de Pegasus, réagit pour la première fois : « Les téléphones de beaucoup de mes contacts ont dû être infectés !» ", DZ
" Propos recueillis par Mohamed Abdoun ", DZ
" Directement visée par le logiciel espion maroco-sioniste, Pegasus, de même que l’avocat de son mari Naâma Asfari, ainsi que le maire de sa commune, Vitry-sur-Seine, Claude Mangin, injoignable durant plusieurs jours pour des raisons personnelles qu’il n’est pas nécessaire d’expliciter ici, a réagi en exclusivité pour La Patrie News en répondant brièvement à nos questions en attendant de revenir sur le sujet plus longuement.", DZ
" Très secouée par cette annonce, mais plus forte et plus déterminée que jamais, elle nous raconte brièvement comment a été découverte l’» infection « de son smartphone et que celui-ci a dû lui être confisquée pour analyses plus poussées à Berlin, tant le virus maroco-sioniste y était profondément tapis.", DZ
" La Patrie News : Comment réagissez-vous au fait que vous étiez ciblée, ne serait-ce qu’indirectement par le logiciel espion Pegasus ?", DZ
" Claude Mangin : J’ai été contactée par Elodie Guegen, journaliste à Radio France Investigation.", DZ
" Elle avait eu mon contact par Me Joseph Breham du Cabinet Ancile qui est mon avocat, celui de l’ACAT-Action des Chrétiens pour l’Abolition de la Torture et de le peine de mort et celui de mon mari Naâma Asfari, militant sahraoui pour l’indépendance du Sahara occidental.", DZ
" Celui-ci a été condamné à 30 ans de prison (ses compagnons à des peines allant de 20 ans à perpétuité).", DZ
" Il est incarcéré au Maroc depuis plus de 10 ans, suite au démantèlement par la force par l’armée marocaine du Campement de Gdeim Izik , le «Campement de la dignité et de la liberté» érigé à partir du 15 octobre 2010 dans la banlieue de Laayoune au Sahara occidental le 8 novembre 2010.", DZ
" Ce sont environ 20 000 civils, hommes, femmes, enfants, en famille qui se sont rassemblés pacifiquement pour réclamer leurs droits économiques et sociaux face aux discriminations dont ils sont l’objet par les autorités marocaines d’occupation depuis l’invasion marocaine du SO en 1975 au départ de l’Espagne, pays colonisateur du Rio de Oro, depuis la Conférence de Berlin de 1885 où cette partie de la Côte Ouest de l’Afrique du Nord lui a été attribuée en partage.", DZ
" Durant un mois, ils ont vécu la vie des nomades de l’époque, encerclés par des milliers de soldats.", DZ
" En novembre 2016, le Cabinet Ancile et l’ACAT ont réussi à faire condamner le Maroc par le CAT- Comité contre la Torture de l’ONU à Genève pour fait de torture sur mon mari , seule et unique fois de l’histoire où le Maroc a été condamné.", DZ
" C’est pourquoi nous sommes ciblés et subissons la violence coloniale du Maroc.", DZ
" Nous ne nous connaissions pas Elodie et moi.", DZ
" Elle m’a fait ranger mon téléphone et le sien dans l’autre pièce.", DZ
" Je lui ai raconté mon histoire, celle de mon mari et de son peuple et la résistance que nous menons pour dénoncer les exactions que tout un peuple subit au SO, loin de tous les regards, cette région étant interdite à tout étranger venu voir la population sahraouie.", DZ
" J’ai raconté combien nous soutenons à Tindouf, le gouvernement de la RASD- République Arabe Sahraouie en exil fondée le 27 février 1976 et toute la population réfugiée qui y survit depuis 1975 et tout ce que nous faisons pour obtenir la libération de tous les prisonniers politiques en prison suite à des procès illégitimes dénoncés par toutes les grandes ONG des droits de l’homme et tous les Rapporteurs spéciaux du Conseil des droits de l’homme à Genève.", DZ
" Le régime marocain agit en toute impunité, protégé qu’il est en France par sa bonne réputation forgée de toute pièce par une élite inféodée au Maroc et travaillée par un lobbiyng marocain très actif dont nous sommes les victimes dans un silence assourdissant .", DZ
" Elodie m’a expliqué de façon assez allusive ce que Radio France était en train de faire et m’a proposé de tester mon I-phone dont on pouvait craindre qu’il n’ait été infecté comme l’avait été celui d’Omar Radi par le virus israélien Pegasus.", DZ
" J’étais assez éberluée et incrédule mais j’ai l’habitude de faire confiance et d’ailleurs, comment faire autrement ?", DZ
" On a besoin du 4° pouvoir devant la lâcheté du pouvoir politique que j’ai vécue personnellement lors de ma grève de la faim de 30 jours observée à la Mairie d’Ivry au printemps 2018 pour obtenir mon droit de visite à mon mari.", DZ
" Et pour une fois, c’était des journalistes qui venaient me chercher et pas moi qui tentait désespérément de les intéresser à cette question taboue, qui soit disant n’intéresse personne donc on n’en parle pas et réciproquement.", DZ
" Je suis donc allée dans les locaux de Radio France où nous avons téléchargé tout ce qui était sur mon I-phone et donc aussi tout ce qui est sur mon Mac puisque tout est connecté.", DZ
" Tout a été transmis à l’ingénieur en charge d’Amnesty International à Berlin.", DZ
" Elodie m’a alors dit qu’on aurait des nouvelles dans quelques jours.", DZ
" Or, l’après midi même, Elodie revenait chez moi pour me dire que c’était si grave qu’on me demandait la permission d’envoyer mon I-phone par la poste à Berlin et que la Radio me prêtait un I-Phone tout neuf sur lequel on a transféré le contenu de mon I-phone pour que je puisse continuer à vivre et à militer !Tout cela devant rester confidentiel.", DZ
" Je ne devais en parler à personne et être prudente désormais.", DZ
" Pour moi ce n’était pas si évident.", DZ
" Car depuis mon mariage avec Naâma il y a 18 ans, j’ai l’habitude de militer en toute transparence, de ne pas me censurer étant donné que je n’ai rien à perdre.", DZ
" Mon mari, sa famille et son peuple ont tout perdu en 1975 et donc leur combat de chaque instant et partout a pour but de gagner leur Etat et la Liberté, c’est à dire tout ce que moi j’ai reçu en héritage en me donnant la peine de naître.", DZ
" Comment vivre et supporter cette sensation d’être constamment épiée ?", DZ
" Chaque fois que je suis allée au Maroc et au Sahara occidental depuis la première fois en 2003, je suis constamment espionnée par deux ou trois, jusqu’à des dizaines de personnes en civils, à pied, en vélo, en moto, en taxi, en voiture de toutes catégories selon le grade des personnes qui me surveillent partout où je suis, qui que ce soit que je rencontre autour de leurs maisons et autour des maisons de ma belle famille.", DZ
" C’est une punition collective.", DZ
" En France, toujours on me dit : « Tu dois être sur écoute».", DZ
" Oui et alors ?", DZ
" Faut-il s’arrêter de parler ?", DZ
" de militer ?", DZ
" C’est tout un peuple qui subit cela.", DZ
" C’est ce que je subis depuis que je milite avec les Sahraouis, depuis mon mariage et depuis la condamnation du Maroc par le CAT.", DZ
" J’ai été expulsée 5 fois du Maroc chaque fois à ma descente d’avion.", DZ
" Depuis juillet 2016, c’est à dire en 5 ans, je n’ai vu mon mari qu’une seule fois dans sa prison.", DZ
" J’ai été interdite de parole dans l’Eglise du Temple neuf à Strasbourg le samedi 2 décembre 2018.", DZ
" J’avais été invitée par l’équipe de l’Acat-Alsace pour présenter en soirée le film «Dis-leur que j’existe -une histoire sahraouie» de Manue Mosset qui relate le combat de mon mari et de ses compagnons depuis Gdeim Izik et notre quête de justice.", DZ
" Je me suis déplacée dans des dizaines de villes en France et à l’étranger comme en Allemagne, en Suisse et jusqu’à Tokyo.", DZ
" Ce soir-là, c’est un commando de 4 jeunes coiffés de casquettes rouges, couleur du drapeau marocain avec l’étoile verte, encadrés par un plus âgé qui s’est mis à hurler à la fin de la projection en m’insultant.", DZ
" On a dû couper le micro et la soirée s’est terminée en queue de poisson.", DZ
" Au moins l’assistance d’une centaine de personnes à vu les méthodes.", DZ
" Le problème, c’est que la police ne prend pas nos plaintes dans ces circonstances au nom de la liberté de parole.", DZ
" Mieux, j’ai appris que le lendemain matin, un dimanche, le Consulat du Maroc a téléphoné à l’Evêché pour se plaindre que je disais du mal du Maroc dans une église et dans une abbaye (l’après-midi du samedi, j’y étais intervenue pour le 70e anniversaire de la signature de la Convention des droits de l’homme!)", DZ
" Le 12 mai 2021, paraissait dans le journal en ligne du Makhzen le 360.ma, que j’appelle la presse de caniveau dont j’ai déjà eu les honneurs plusieurs fois mais toujours quand j’étais au Maroc.", DZ
" Cette fois, il m’attaquait en France et même à Ivry, ma ville de résidence, où était dévoilée, ma solidarité avec une famille hispano sahraouie que je soutiens dans son insertion dans la ville d’Ivry.", DZ
" j’étais assez écœurée mais dans sa grande sagesse, mon mari m’a dit deux choses:» tu dois être fière « et « ils ne t’attaqueraient pas si tu ne les gênais pas».", DZ
" Dont acte !", DZ
" Puis il y a eu l’intrusion, lors de la réunion du Conseil municipal d’Ivry le 30 juin 2021, assemblée souveraine qui a dû se dérouler à huis clos sous protection policière, du jamais vu!", DZ
" Mon nom et ce lui de mon mari, ont été abondamment cités par les nervis envoyés devant le Conseil.", DZ
" C’était avant, toute cette affaire mais tout est lié….", DZ
" J’ai consulté les dates des connexions sur mon i-phone, c’est à approfondir.", DZ
" C’est toujours quand nous préparons des actions importantes avec d’autres militants français, européens et sahraouis, ici en France, en Europe, dans les TO ou à Tindouf.", DZ
" Mais finalement, les services marocains ne font qu’être en réaction à ce que nous entreprenons avec nos faibles moyens, nous avons toujours l’initiative et l’effet dissuasif recherché n’a jamais marché.", DZ
" Car nous faisons cela par conviction, eux le font pour de l’argent et pour le pouvoir.", DZ
" Ils ne réussiront pas à nous faire peur ni eux ni leurs complices en France, en Europe et à l’ONU.", DZ
" Cette opération Pégasus serait-elle le début de la fin ?", DZ
" Elodie Guegen en est persuadée, nous verrons ….", DZ
" Le problème c’est que beaucoup de dirigeants de part et d’autre de la Méditerranée ne se tiennent pas la barbichette.", DZ
" Ils ont tellement de dossiers les uns sur les autres …Ca va négocier dur pour savoir ce qui va fuiter ou pas !", DZ
" Bien sûr, nous déposons une saisine devant le CAT auprès du rapporteur spécial pour les représailles et devant les tribunaux français.", DZ
" Les i-phone de Philipe Bouyssou, maire d’Ivry, de Me Joseph Breham et de Oubi Bouchraya, Représentant du Polisario en Europe et auprès du PE ont tous été infectés dans la même affaire.", DZ
" Les téléphones de beaucoup d’autres amis ont dû être infectés mais on ne pourra pas le savoir on ne peut pas analyser les téléphones de tous mes correspondants.", DZ
" la question est qu’est-ce que je fais maintenant avec mon I-phone?", DZ
" Je peux le réinitialiser mais je perds toutes mes données ?", DZ
" Alors la question est posée pour tout un chacun.", DZ
" À propos ", DZ
" La patrie news est un média algérien, Notre mission consiste à vous informer de ce qui ce qui se passe principalement dans le pays et dans le monde.", DZ
" Claude Mangin: Le Makhzen a espionné mon téléphone ", DZ
" Le scandale du logiciel espion de l’entité sioniste utilisé par le Maroc pour espionner l’Algérie et les opposants à la politique répressive du Makhzen, n’a pas encore livré tous ses secrets.Parmi les militants du du droit de l’homme et de liberté à l’égard du peuple sahraoui, figure la militante française Claude Mangin dont l’époux est Naama Asfari,détenu politique sahraoui de Gdeim Izik.", DZ
" Algérie54 est allée l’interroger sur l’authenticité des informations publiées par certains sites et médias sur l’espionnage de son téléphone.", DZ
" Une information confirmée par la concernée qui dira » J’ai effectivement été très occupée en juin par toute cette affaire sur le plan émotionnel et aussi pratique car il a fallu que je participe à moult réunions pour participer à l’enquête menée par Radio France investigation qui m’a aussi mise en relation avec les journalistes du Washington post qui eux même m’ont envoyé un photographe de l’agence VU pour me prendre en photo IPhone en main , l’instrument incriminé.", DZ
" Claude Mangin ajoutera dans ce cadre que « l’objectif de ces journalistes qui ne me connaissaient pas et ne connaissaient pas la Cause sahraouie et l’acharnement marocain sur le Sahara occidental, était de dénoncer le fait que les fabricants et les vendeurs de i-phones fondent tout leur marketing sur la sécurité et la confidentialité de cet objet.", DZ
" Ce qui n’est pas le cas de toute évidences après ces révélations « ", DZ
" Algérie54 reprend les réponses de Claude Mangin accordée à Stéphane Aubouard du média français Marianne ", DZ
" Comment as-tu su que tu étais épinglée par le Maroc via Pégasus?", DZ
" Claude Mangin:J’ai été contactée par Elodie Guegen, journaliste à Radio France Investigation.", DZ
" Elle avait eu mon contact par Me Joseph Breham du Cabinet Ancile qui est mon avocat, celui de l’ACAT-Action des Chrétiens pour l’Abolition de la Torture et de le peine de mort et celui de mon mari Naâma Asfari, militant sahraoui pour l’indépendance du Sahara occidental.", DZ
" Celui-ci a été condamné à 30 ans de prison ( ses compagnons à des peines allant de 20 ans à perpétuité).", DZ
" Il est incarcéré au Maroc depuis plus de 10 ans , suite au démantèlement par la force par l’armée marocaine du Campement de Gdeim Izik , le « Campement de la dignité et de la liberté » érigé à partir du 15 octobre 2010 dans la banlieue de Laayoune au Sahara occidental le 8 novembre 2010.", DZ
" Ce sont environ 20 000 civils, hommes, femmes, enfants, en famille qui se sont rassemblés pacifiquement pour réclamer leurs droits économiques et sociaux face aux discriminations dont ils sont l’objet par les autorités marocaines d’occupation depuis l’invasion marocaine du Sahara Occidental en 1975 au départ de l’Espagne, pays colonisateur du Rio de Oro, depuis la Conférence de Berlin de 1885 où cette partie de la Côte Ouest de l’Afrique du Nord lui a été attribuée en partage.", DZ
" Durant un mois, ils ont vécu la vie des nomades de l’époque, encerclés par des milliers de soldats.", DZ
" En novembre 2016, le Cabinet Ancile et l’ACAT ont réussi à faire condamner le Maroc par le CAT- Comité contre la Torture de l’ONU à Genève pour fait de torture sur mon mari , seule et unique fois de l’histoire où le Maroc a été condamné .", DZ
" C’est pourquoi nous sommes ciblés et subissons la violence coloniale du Maroc.", DZ
" Nous ne nous connaissions pas Elodie et moi.", DZ
" Elle m’a fait ranger mon téléphone et le sien dans l’autre pièce.", DZ
" Je lui ai raconté mon histoire, celle de mon mari et de son peuple et la résistance que nous menons pour dénoncer les exactions que tout un peuple subit au Sahara Occidental, loin de tous les regards, cette région étant interdite à tout étranger venu voir la population sahraouie.", DZ
" J’ai raconté combien nous soutenons à Tindouf, le gouvernement de la RASD- République Arabe Sahraouie en exil fondée le 27 février 1976 et toute la population réfugiée qui y survit depuis 1975 et tout ce que nous faisons pour obtenir la libération de tous les prisonniers politiques en prison suite à des procès illégitimes dénoncés par toutes les grandes ONG des droits de l’homme et tous les Rapporteurs spéciaux du Conseil des droits de l’homme à Genève.", DZ
" Le régime marocain agit en toute impunité, protégé qu’il est en France par sa bonne réputation forgée de toute pièce par une élite inféodée au Maroc et travaillée par un lobbiyng marocain très actif dont nous sommes les victimes dans un silence assourdissant .", DZ
" Elodie m’a expliqué de façon assez allusive ce que Radio France était en train de faire et m’a proposé de tester mon I-phone dont on pouvait craindre qu’il n’ait été infecté comme l’avait été celui d’Omar Radi par le virus israélien Pegasus.", DZ
" J’étais assez éberluée et incrédule mais j’ai l’habitude de faire confiance et d’ailleurs, comment faire autrement ?", DZ
" Claude Mangin:On a besoin du 4° pouvoir devant la lâcheté du pouvoir politique que j’ai vécue personnellement lors de ma grève de la faim de 30 jours observée à la Mairie d’Ivry au printemps 2018 pour obtenir mon droit de visite à mon mari.", DZ
" Et pour une fois, c’était des journalistes qui venaient me chercher et pas moi qui tentait désespérément de les intéresser à cette question taboue, qui soit disant n’intéresse personne donc on n’en parle pas et réciproquement.", DZ
" Je suis donc allée dans les locaux de Radio France où nous avons téléchargé tout ce qui était sur mon I-phone et donc aussi tout ce qui est sur mon Mac puisque tout est connecté.", DZ
" Tout a été transmis à l’ingénieur en charge d’Amnesty International à Berlin.", DZ
" Elodie m’a alors dit qu’on aurait des nouvelles dans quelques jours.", DZ
" Or, l’après-midi même, Elodie revenait chez moi pour me dire que c’était si grave qu’on me demandait la permission d’envoyer mon IPhone par la poste à Berlin et que la Radio me prêtait un I-Phone tout neuf sur lequel on a transféré le contenu de mon I-phone pour que je puisse continuer à vivre et à militer !Tout cela devant rester confidentiel.", DZ
" Je ne devais en parler à personne et être prudente désormais.", DZ
" Pour moi ce n’était pas si évident.", DZ
" Car depuis mon mariage avec Naâma il y a 18 ans, j’ai l’habitude de militer en toute transparence, de ne pas me censurer étant donné que je n’ai rien à perdre.", DZ
" Mon mari, sa famille et son peuple ont tout perdu en 1975 et donc leur combat de chaque instant et partout a pour but de gagner leur Etat et la Liberté, c’est à dire tout ce que moi j’ai reçu en héritage en me donnant la peine de naître.", DZ
" Es-tu souvent espionnée ?", DZ
" Peux-tu me raconter en quelques lignes et par l’exemple la manière dont le Royaume fait intrusion dans ta vie comme celle de tes proches?.", DZ
" Claude Mangin:Chaque fois que je suis allée au Maroc et au Sahara occidental depuis la première fois en 2003, je suis constamment espionnée par deux ou trois, jusqu’à des dizaines de personnes en civils, à pied, en vélo, en moto, en taxi, en voiture de toutes catégories selon le grade des personnes qui me surveillent partout où je suis, qui que ce soit que je rencontre autour de leurs maisons et autour des maisons de ma belle-famille.", DZ
" C’est une punition collective.", DZ
" En France, toujours on me dit : » Tu dois être sur écoute » .", DZ
" Oui et alors ?", DZ
" Faut-il s’arrêter de parler ?", DZ
" de militer ?", DZ
" C’est tout un peuple qui subit cela.", DZ
" C’est ce que je subis depuis que je milite avec les Sahraouis, depuis mon mariage et depuis la condamnation du Maroc par le CAT.", DZ
" J’ai été expulsée 5 fois du Maroc chaque fois à ma descente d’avion.", DZ
" Depuis juillet 2016, c’est à dire en 5 ans, je n’ai vu mon mari qu’une seule fois dans sa prison.", DZ
" J’ai été interdite de parole dans l’Église du Temple neuf à Strasbourg le samedi 2 décembre 2018.", DZ
" J’avais été invitée par l’équipe de l’Acat-Alsace pour présenter en soirée le film « Dis-leur que j’existe -une histoire sahraouie » de Manue Mosset qui relate le combat de mon mari et de ses compagnons depuis Gdeim Izik et notre quête de justice.", DZ
" Je me suis déplacée dans des dizaines de villes en France et à l’étranger comme en Allemagne, en Suisse et jusqu’à Tokyo.", DZ
" Ce soir-là, c’est un commando de 4 jeunes coiffés de casquettes rouges, couleur du drapeau marocain avec l’étoile verte , encadrés par un plus âgé qui s’est mis à hurler à la fin de la projection en m’insultant.", DZ
" On a dû couper le micro et la soirée s’est terminée en queue de poisson.", DZ
" Au moins l’assistance d’une centaine de personnes à vu les méthodes.", DZ
" Le problème, c’est que la police ne prend pas nos plaintes dans ces circonstances au nom de la liberté de parole.", DZ
" Mieux, j’ai appris que le lendemain matin, un dimanche, le Consulat du Maroc a téléphoné à l’Evêché pour se plaindre que je disais du mal du Maroc dans une église et dans une abbaye ( l’après-midi du samedi, j’y étais intervenue pour le 70e anniversaire de la signature de la Convention des droits de l’homme!)", DZ
" Le 12 mai 2021, paraissait dans le journal en ligne du Makhzen le 360.ma, que j’appelle la presse de caniveau dont j’ai déjà eu les honneurs plusieurs fois mais toujours quand j’étais au Maroc.", DZ
" Cette fois, il m’attaquait en France et même à Ivry, ma ville de résidence, où était dévoilée, ma solidarité avec une famille hispano sahraouie que je soutiens dans son insertion dans la ville d’Ivry.", DZ
" J’étais assez écœurée mais dans sa grande sagesse, mon mari m’a dit deux choses :» tu dois être fière » et » ils ne t’attaqueraient pas si tu ne les gênais pas ».Dont acte !", DZ
" Puis il y a eu l’intrusion, lors de la réunion du Conseil municipal d’Ivry le 30 juin 2021, assemblée souveraine qui a dû se dérouler à huis clos sous protection policière, du jamais vu!", DZ
" Mon nom et celui de mon mari, ont été abondamment cités par les nervis envoyés devant le Conseil.", DZ
" C’était avant toute cette affaire mais tout est lié.", DZ
" J’ai consulté les dates des connexions sur mon i-phone , c’est à approfndir .", DZ
" C’est toujours quand nous préparons des actions importantes avec d’autres militants français, européens et sahraouis, ici en France, en Europe, dans les TO ou à Tindouf.", DZ
" Mais finalement, les services marocains ne font qu’être en réaction à ce que nous entreprenons avec nos faibles moyens, nous avons toujours l’initiative et l’effet dissuasif recherché n’a jamais marché.", DZ
" Car nous faisons cela par conviction, eux le font pour de l’argent et pour le pouvoir.", DZ
" Ils ne réussiront pas à nous faire peur ni eux ni leurs complices en France, en Europe et à l’ONU.", DZ
" Cette opération Pégasus serait-elle le début de la fin ?", DZ
" Elodie Guegen en est persuadée, nous verrons ….", DZ
" Le problème c’est que beaucoup de dirigeants de part et d’autre de la Méditerranée ne se tiennent pas la barbichette.", DZ
" Ils ont tellement de dossiers les uns sur les autres …Ça va négocier dur pour savoir ce qui va fuiter ou pas !", DZ
" PS: Nous déposons une saisine devant le CAT auprès du rapporteur spécial pour les représailles et devant les tribunaux français.", DZ
" Les iPhone de Philipe Bouyssou, maire d’Ivry, de Me Joseph Breham et de Oubi Bouchraya, Représentant du Polisario en Europe et auprès du PE ont tous été infectés dans la même affaire.", DZ
" Les téléphones de beaucoup d’autres amis ont dû être infectés mais on ne pourra pas le savoir on ne peut pas analyser les téléphones de tous mes correspondants.", DZ
" la question est qu’est-ce que je fais maintenant avec mon I-phone?", DZ
" Je peux le réinitialiser mais je perds toutes mes données ?", DZ
" Alors la question est posée pour tout un chacun » ", DZ
" Exercices de recherche documentaire (1/4)", DZ
" Combien de personnes habitent actuellement sur terre?", DZ
" Chercher une image 3-D de la molécule d'eau H2O (URL, image par copier-coller)", DZ
" Trouver une page web concernant le génie génétique en Suisse.", DZ
" Quelle est son actualité ?", DZ
" Chercher une image de Victor Hugo", DZ
" Vous désirez acquérir l'ouvrage L'alchimiste de Paolo Coelho, mais vous voulez d'abord trouver une critique de ce livre.", DZ
" Quel site propose ce type de", DZ
" Exercices de recherche documentaire (2/4)", DZ
" Quel cinéaste a adapté le roman \"Les Hauts de Hurlevent\"?", DZ
" Quand et où Martin Luther King a-t-il prononcé cette phrase célèbre :\"I had a dream\" ?", DZ
" Dans quelle pièce de quel auteur trouve-t-on la phrase suivante : \"Elvire, m'as-tu fait un rapport bien sincère ?\"", DZ
" De qui est la réplique suivante, et tirée de quelle oeuvre : \"Le dessein en est pris, je pars\"?", DZ
" Trouvez le texte intégral de Germinal.", DZ
